period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2025-05-02,TEN,Tennessee,D,Demand,Central,Central,407789,megawatthours
2025-05-02,TEX,Texas,D,Demand,Central,Central,1198016,megawatthours
2025-05-01,CAL,California,D,Demand,Central,Central,692582,megawatthours
2025-05-01,CAR,Carolinas,D,Demand,Central,Central,609759,megawatthours
2025-05-01,FLA,Florida,D,Demand,Central,Central,718504,megawatthours
2025-05-01,NY,New York,D,Demand,Central,Central,342629,megawatthours
2025-05-01,TEN,Tennessee,D,Demand,Central,Central,432513,megawatthours
2025-05-01,TEX,Texas,D,Demand,Central,Central,1270303,megawatthours
2025-04-30,CAL,California,D,Demand,Central,Central,690331,megawatthours
2025-04-30,CAR,Carolinas,D,Demand,Central,Central,613770,megawatthours
2025-04-30,FLA,Florida,D,Demand,Central,Central,712637,megawatthours
2025-04-30,NY,New York,D,Demand,Central,Central,345204,megawatthours
2025-04-30,TEN,Tennessee,D,Demand,Central,Central,467862,megawatthours
2025-04-30,TEX,Texas,D,Demand,Central,Central,1268209,megawatthours
2025-04-29,CAL,California,D,Demand,Central,Central,675339,megawatthours
2025-04-29,CAR,Carolinas,D,Demand,Central,Central,557872,megawatthours
2025-04-29,FLA,Florida,D,Demand,Central,Central,741582,megawatthours
2025-04-29,NY,New York,D,Demand,Central,Central,350441,megawatthours
2025-04-29,TEN,Tennessee,D,Demand,Central,Central,458490,megawatthours
2025-04-29,TEX,Texas,D,Demand,Central,Central,1309069,megawatthours
2025-04-28,CAL,California,D,Demand,Central,Central,658612,megawatthours
2025-04-28,CAR,Carolinas,D,Demand,Central,Central,531868,megawatthours
2025-04-28,FLA,Florida,D,Demand,Central,Central,766405,megawatthours
2025-04-28,NY,New York,D,Demand,Central,Central,338115,megawatthours
2025-04-28,TEN,Tennessee,D,Demand,Central,Central,440470,megawatthours
2025-04-28,TEX,Texas,D,Demand,Central,Central,1323819,megawatthours
2025-04-27,CAL,California,D,Demand,Central,Central,629685,megawatthours
2025-04-27,CAR,Carolinas,D,Demand,Central,Central,494868,megawatthours
2025-04-27,FLA,Florida,D,Demand,Central,Central,737540,megawatthours
2025-04-27,NY,New York,D,Demand,Central,Central,319561,megawatthours
2025-04-27,TEN,Tennessee,D,Demand,Central,Central,364961,megawatthours
2025-04-27,TEX,Texas,D,Demand,Central,Central,1270821,megawatthours
2025-04-26,CAL,California,D,Demand,Central,Central,644643,megawatthours
2025-04-26,CAR,Carolinas,D,Demand,Central,Central,552396,megawatthours
2025-04-26,FLA,Florida,D,Demand,Central,Central,734139,megawatthours
2025-04-26,NY,New York,D,Demand,Central,Central,350683,megawatthours
2025-04-26,TEN,Tennessee,D,Demand,Central,Central,389196,megawatthours
2025-04-26,TEX,Texas,D,Demand,Central,Central,1242288,megawatthours
2025-04-25,CAL,California,D,Demand,Central,Central,686423,megawatthours
2025-04-25,CAR,Carolinas,D,Demand,Central,Central,567571,megawatthours
2025-04-25,FLA,Florida,D,Demand,Central,Central,743364,megawatthours
2025-04-25,NY,New York,D,Demand,Central,Central,357140,megawatthours
2025-04-25,TEN,Tennessee,D,Demand,Central,Central,405046,megawatthours
2025-04-25,TEX,Texas,D,Demand,Central,Central,1256501,megawatthours
2025-04-24,CAL,California,D,Demand,Central,Central,681537,megawatthours
2025-04-24,CAR,Carolinas,D,Demand,Central,Central,547520,megawatthours
2025-04-24,FLA,Florida,D,Demand,Central,Central,740868,megawatthours
2025-04-24,NY,New York,D,Demand,Central,Central,347868,megawatthours
2025-04-24,TEN,Tennessee,D,Demand,Central,Central,408982,megawatthours
2025-04-24,TEX,Texas,D,Demand,Central,Central,1240716,megawatthours
2025-04-23,CAL,California,D,Demand,Central,Central,683426,megawatthours
2025-04-23,CAR,Carolinas,D,Demand,Central,Central,565013,megawatthours
2025-04-23,FLA,Florida,D,Demand,Central,Central,740421,megawatthours
2025-04-23,NY,New York,D,Demand,Central,Central,339988,megawatthours
2025-04-23,TEN,Tennessee,D,Demand,Central,Central,418112,megawatthours
2025-04-23,TEX,Texas,D,Demand,Central,Central,1249686,megawatthours
2025-04-22,CAL,California,D,Demand,Central,Central,670580,megawatthours
2025-04-22,CAR,Carolinas,D,Demand,Central,Central,574342,megawatthours
2025-04-22,FLA,Florida,D,Demand,Central,Central,718025,megawatthours
2025-04-22,NY,New York,D,Demand,Central,Central,349763,megawatthours
2025-04-22,TEN,Tennessee,D,Demand,Central,Central,402239,megawatthours
2025-04-22,TEX,Texas,D,Demand,Central,Central,1280596,megawatthours
2025-04-21,CAL,California,D,Demand,Central,Central,660647,megawatthours
2025-04-21,CAR,Carolinas,D,Demand,Central,Central,578701,megawatthours
2025-04-21,FLA,Florida,D,Demand,Central,Central,722742,megawatthours
2025-04-21,NY,New York,D,Demand,Central,Central,359672,megawatthours
2025-04-21,TEN,Tennessee,D,Demand,Central,Central,410533,megawatthours
2025-04-21,TEX,Texas,D,Demand,Central,Central,1203414,megawatthours
2025-04-20,CAL,California,D,Demand,Central,Central,591533,megawatthours
2025-04-20,CAR,Carolinas,D,Demand,Central,Central,547811,megawatthours
2025-04-20,FLA,Florida,D,Demand,Central,Central,682370,megawatthours
2025-04-20,NY,New York,D,Demand,Central,Central,309551,megawatthours
2025-04-20,TEN,Tennessee,D,Demand,Central,Central,406462,megawatthours
2025-04-20,TEX,Texas,D,Demand,Central,Central,1164313,megawatthours
2025-04-19,CAL,California,D,Demand,Central,Central,615606,megawatthours
2025-04-19,CAR,Carolinas,D,Demand,Central,Central,534388,megawatthours
2025-04-19,FLA,Florida,D,Demand,Central,Central,683425,megawatthours
2025-04-19,NY,New York,D,Demand,Central,Central,339286,megawatthours
2025-04-19,TEN,Tennessee,D,Demand,Central,Central,401206,megawatthours
2025-04-19,TEX,Texas,D,Demand,Central,Central,1206502,megawatthours
2025-04-18,CAL,California,D,Demand,Central,Central,677877,megawatthours
2025-04-18,CAR,Carolinas,D,Demand,Central,Central,509465,megawatthours
2025-04-18,FLA,Florida,D,Demand,Central,Central,679807,megawatthours
2025-04-18,NY,New York,D,Demand,Central,Central,343932,megawatthours
2025-04-18,TEN,Tennessee,D,Demand,Central,Central,396310,megawatthours
2025-04-18,TEX,Texas,D,Demand,Central,Central,1283826,megawatthours
2025-04-17,CAL,California,D,Demand,Central,Central,702337,megawatthours
2025-04-17,CAR,Carolinas,D,Demand,Central,Central,515521,megawatthours
2025-04-17,FLA,Florida,D,Demand,Central,Central,651534,megawatthours
2025-04-17,NY,New York,D,Demand,Central,Central,346226,megawatthours
2025-04-17,TEN,Tennessee,D,Demand,Central,Central,392102,megawatthours
2025-04-17,TEX,Texas,D,Demand,Central,Central,1269757,megawatthours
2025-04-16,CAL,California,D,Demand,Central,Central,696595,megawatthours
2025-04-16,CAR,Carolinas,D,Demand,Central,Central,511591,megawatthours
2025-04-16,FLA,Florida,D,Demand,Central,Central,643964,megawatthours
2025-04-16,NY,New York,D,Demand,Central,Central,382836,megawatthours
2025-04-16,TEN,Tennessee,D,Demand,Central,Central,390947,megawatthours
2025-04-16,TEX,Texas,D,Demand,Central,Central,1218437,megawatthours
2025-04-15,CAL,California,D,Demand,Central,Central,699893,megawatthours
2025-04-15,CAR,Carolinas,D,Demand,Central,Central,520929,megawatthours
2025-04-15,FLA,Florida,D,Demand,Central,Central,656978,megawatthours
2025-04-15,NY,New York,D,Demand,Central,Central,358038,megawatthours
2025-04-15,TEN,Tennessee,D,Demand,Central,Central,383205,megawatthours
2025-04-15,TEX,Texas,D,Demand,Central,Central,1178319,megawatthours
2025-04-14,CAL,California,D,Demand,Central,Central,676842,megawatthours
2025-04-14,CAR,Carolinas,D,Demand,Central,Central,531474,megawatthours
2025-04-14,FLA,Florida,D,Demand,Central,Central,637241,megawatthours
2025-04-14,NY,New York,D,Demand,Central,Central,353278,megawatthours
2025-04-14,TEN,Tennessee,D,Demand,Central,Central,411583,megawatthours
2025-04-14,TEX,Texas,D,Demand,Central,Central,1272661,megawatthours
2025-04-13,CAL,California,D,Demand,Central,Central,619388,megawatthours
2025-04-13,CAR,Carolinas,D,Demand,Central,Central,492397,megawatthours
2025-04-13,FLA,Florida,D,Demand,Central,Central,571091,megawatthours
2025-04-13,NY,New York,D,Demand,Central,Central,340668,megawatthours
2025-04-13,TEN,Tennessee,D,Demand,Central,Central,380036,megawatthours
2025-04-13,TEX,Texas,D,Demand,Central,Central,1219633,megawatthours
2025-04-12,CAL,California,D,Demand,Central,Central,649961,megawatthours
2025-04-12,CAR,Carolinas,D,Demand,Central,Central,494814,megawatthours
2025-04-12,FLA,Florida,D,Demand,Central,Central,565809,megawatthours
2025-04-12,NY,New York,D,Demand,Central,Central,381244,megawatthours
2025-04-12,TEN,Tennessee,D,Demand,Central,Central,381598,megawatthours
2025-04-12,TEX,Texas,D,Demand,Central,Central,1166309,megawatthours
2025-04-11,CAL,California,D,Demand,Central,Central,716478,megawatthours
2025-04-11,CAR,Carolinas,D,Demand,Central,Central,505971,megawatthours
2025-04-11,FLA,Florida,D,Demand,Central,Central,639200,megawatthours
2025-04-11,NY,New York,D,Demand,Central,Central,391881,megawatthours
2025-04-11,TEN,Tennessee,D,Demand,Central,Central,387170,megawatthours
2025-04-11,TEX,Texas,D,Demand,Central,Central,1190306,megawatthours
2025-04-10,CAL,California,D,Demand,Central,Central,696261,megawatthours
2025-04-10,CAR,Carolinas,D,Demand,Central,Central,516524,megawatthours
2025-04-10,FLA,Florida,D,Demand,Central,Central,629383,megawatthours
2025-04-10,NY,New York,D,Demand,Central,Central,391543,megawatthours
2025-04-10,TEN,Tennessee,D,Demand,Central,Central,386728,megawatthours
2025-04-10,TEX,Texas,D,Demand,Central,Central,1178533,megawatthours
2025-04-09,CAL,California,D,Demand,Central,Central,693094,megawatthours
2025-04-09,CAR,Carolinas,D,Demand,Central,Central,522777,megawatthours
2025-04-09,FLA,Florida,D,Demand,Central,Central,601927,megawatthours
2025-04-09,NY,New York,D,Demand,Central,Central,379571,megawatthours
2025-04-09,TEN,Tennessee,D,Demand,Central,Central,419403,megawatthours
2025-04-09,TEX,Texas,D,Demand,Central,Central,1128619,megawatthours
2025-04-08,CAL,California,D,Demand,Central,Central,672917,megawatthours
2025-04-08,CAR,Carolinas,D,Demand,Central,Central,502216,megawatthours
2025-04-08,FLA,Florida,D,Demand,Central,Central,641382,megawatthours
2025-04-08,NY,New York,D,Demand,Central,Central,391510,megawatthours
2025-04-08,TEN,Tennessee,D,Demand,Central,Central,414099,megawatthours
2025-04-08,TEX,Texas,D,Demand,Central,Central,1106234,megawatthours
2025-04-07,CAL,California,D,Demand,Central,Central,665299,megawatthours
2025-04-07,CAR,Carolinas,D,Demand,Central,Central,543869,megawatthours
2025-04-07,FLA,Florida,D,Demand,Central,Central,761535,megawatthours
2025-04-07,NY,New York,D,Demand,Central,Central,384010,megawatthours
2025-04-07,TEN,Tennessee,D,Demand,Central,Central,391757,megawatthours
2025-04-07,TEX,Texas,D,Demand,Central,Central,1101862,megawatthours
2025-04-06,CAL,California,D,Demand,Central,Central,601199,megawatthours
2025-04-06,CAR,Carolinas,D,Demand,Central,Central,559388,megawatthours
2025-04-06,FLA,Florida,D,Demand,Central,Central,752919,megawatthours
2025-04-06,NY,New York,D,Demand,Central,Central,347507,megawatthours
2025-04-06,TEN,Tennessee,D,Demand,Central,Central,361016,megawatthours
2025-04-06,TEX,Texas,D,Demand,Central,Central,1103017,megawatthours
2025-04-05,CAL,California,D,Demand,Central,Central,613033,megawatthours
2025-04-05,CAR,Carolinas,D,Demand,Central,Central,572812,megawatthours
2025-04-05,FLA,Florida,D,Demand,Central,Central,750325,megawatthours
2025-04-05,NY,New York,D,Demand,Central,Central,355540,megawatthours
2025-04-05,TEN,Tennessee,D,Demand,Central,Central,410135,megawatthours
2025-04-05,TEX,Texas,D,Demand,Central,Central,1148242,megawatthours
2025-04-04,CAL,California,D,Demand,Central,Central,665048,megawatthours
2025-04-04,CAR,Carolinas,D,Demand,Central,Central,605832,megawatthours
2025-04-04,FLA,Florida,D,Demand,Central,Central,776291,megawatthours
2025-04-04,NY,New York,D,Demand,Central,Central,346470,megawatthours
2025-04-04,TEN,Tennessee,D,Demand,Central,Central,438699,megawatthours
2025-04-04,TEX,Texas,D,Demand,Central,Central,1240545,megawatthours
2025-04-03,CAL,California,D,Demand,Central,Central,662677,megawatthours
2025-04-03,CAR,Carolinas,D,Demand,Central,Central,575899,megawatthours
2025-04-03,FLA,Florida,D,Demand,Central,Central,788938,megawatthours
2025-04-03,NY,New York,D,Demand,Central,Central,376727,megawatthours
2025-04-03,TEN,Tennessee,D,Demand,Central,Central,413179,megawatthours
2025-04-03,TEX,Texas,D,Demand,Central,Central,1261337,megawatthours
2025-04-02,CAL,California,D,Demand,Central,Central,673449,megawatthours
2025-04-02,CAR,Carolinas,D,Demand,Central,Central,532138,megawatthours
2025-04-02,FLA,Florida,D,Demand,Central,Central,775964,megawatthours
2025-04-02,NY,New York,D,Demand,Central,Central,387524,megawatthours
2025-04-02,TEN,Tennessee,D,Demand,Central,Central,408067,megawatthours
2025-04-02,TEX,Texas,D,Demand,Central,Central,1251896,megawatthours
2025-04-01,CAL,California,D,Demand,Central,Central,687872,megawatthours
2025-04-01,CAR,Carolinas,D,Demand,Central,Central,516072,megawatthours
2025-04-01,FLA,Florida,D,Demand,Central,Central,747795,megawatthours
2025-04-01,NY,New York,D,Demand,Central,Central,359487,megawatthours
2025-04-01,TEN,Tennessee,D,Demand,Central,Central,389051,megawatthours
2025-04-01,TEX,Texas,D,Demand,Central,Central,1199867,megawatthours
2025-03-31,CAL,California,D,Demand,Central,Central,678611,megawatthours
2025-03-31,CAR,Carolinas,D,Demand,Central,Central,536857,megawatthours
2025-03-31,FLA,Florida,D,Demand,Central,Central,710169,megawatthours
2025-03-31,NY,New York,D,Demand,Central,Central,370462,megawatthours
2025-03-31,TEN,Tennessee,D,Demand,Central,Central,376078,megawatthours
2025-03-31,TEX,Texas,D,Demand,Central,Central,1185256,megawatthours
2025-03-30,CAL,California,D,Demand,Central,Central,617387,megawatthours
2025-03-30,CAR,Carolinas,D,Demand,Central,Central,493831,megawatthours
2025-03-30,FLA,Florida,D,Demand,Central,Central,646714,megawatthours
2025-03-30,NY,New York,D,Demand,Central,Central,359967,megawatthours
2025-03-30,TEN,Tennessee,D,Demand,Central,Central,362549,megawatthours
2025-03-30,TEX,Texas,D,Demand,Central,Central,1173864,megawatthours
2025-03-29,CAL,California,D,Demand,Central,Central,604434,megawatthours
2025-03-29,CAR,Carolinas,D,Demand,Central,Central,486283,megawatthours
2025-03-29,FLA,Florida,D,Demand,Central,Central,619880,megawatthours
2025-03-29,NY,New York,D,Demand,Central,Central,356692,megawatthours
2025-03-29,TEN,Tennessee,D,Demand,Central,Central,356577,megawatthours
2025-03-29,TEX,Texas,D,Demand,Central,Central,1173990,megawatthours
2025-03-28,CAL,California,D,Demand,Central,Central,663234,megawatthours
2025-03-28,CAR,Carolinas,D,Demand,Central,Central,517247,megawatthours
2025-03-28,FLA,Florida,D,Demand,Central,Central,621450,megawatthours
2025-03-28,NY,New York,D,Demand,Central,Central,373171,megawatthours
2025-03-28,TEN,Tennessee,D,Demand,Central,Central,384479,megawatthours
2025-03-28,TEX,Texas,D,Demand,Central,Central,1108559,megawatthours
2025-03-27,CAL,California,D,Demand,Central,Central,662796,megawatthours
2025-03-27,CAR,Carolinas,D,Demand,Central,Central,538015,megawatthours
2025-03-27,FLA,Florida,D,Demand,Central,Central,632331,megawatthours
2025-03-27,NY,New York,D,Demand,Central,Central,371220,megawatthours
2025-03-27,TEN,Tennessee,D,Demand,Central,Central,400324,megawatthours
2025-03-27,TEX,Texas,D,Demand,Central,Central,1113140,megawatthours
2025-03-26,CAL,California,D,Demand,Central,Central,686904,megawatthours
2025-03-26,CAR,Carolinas,D,Demand,Central,Central,515994,megawatthours
2025-03-26,FLA,Florida,D,Demand,Central,Central,633604,megawatthours
2025-03-26,NY,New York,D,Demand,Central,Central,383758,megawatthours
2025-03-26,TEN,Tennessee,D,Demand,Central,Central,389077,megawatthours
2025-03-26,TEX,Texas,D,Demand,Central,Central,1179864,megawatthours
2025-03-25,CAL,California,D,Demand,Central,Central,669376,megawatthours
2025-03-25,CAR,Carolinas,D,Demand,Central,Central,519172,megawatthours
2025-03-25,FLA,Florida,D,Demand,Central,Central,633396,megawatthours
2025-03-25,NY,New York,D,Demand,Central,Central,378480,megawatthours
2025-03-25,TEN,Tennessee,D,Demand,Central,Central,392076,megawatthours
2025-03-25,TEX,Texas,D,Demand,Central,Central,1207898,megawatthours
2025-03-24,CAL,California,D,Demand,Central,Central,660887,megawatthours
2025-03-24,CAR,Carolinas,D,Demand,Central,Central,510422,megawatthours
2025-03-24,FLA,Florida,D,Demand,Central,Central,628173,megawatthours
2025-03-24,NY,New York,D,Demand,Central,Central,398874,megawatthours
2025-03-24,TEN,Tennessee,D,Demand,Central,Central,377027,megawatthours
2025-03-24,TEX,Texas,D,Demand,Central,Central,1154095,megawatthours
2025-03-23,CAL,California,D,Demand,Central,Central,581442,megawatthours
2025-03-23,CAR,Carolinas,D,Demand,Central,Central,492708,megawatthours
2025-03-23,FLA,Florida,D,Demand,Central,Central,557688,megawatthours
2025-03-23,NY,New York,D,Demand,Central,Central,351422,megawatthours
2025-03-23,TEN,Tennessee,D,Demand,Central,Central,369987,megawatthours
2025-03-23,TEX,Texas,D,Demand,Central,Central,1138487,megawatthours
2025-03-22,CAL,California,D,Demand,Central,Central,609667,megawatthours
2025-03-22,CAR,Carolinas,D,Demand,Central,Central,513483,megawatthours
2025-03-22,FLA,Florida,D,Demand,Central,Central,549882,megawatthours
2025-03-22,NY,New York,D,Demand,Central,Central,355019,megawatthours
2025-03-22,TEN,Tennessee,D,Demand,Central,Central,378803,megawatthours
2025-03-22,TEX,Texas,D,Demand,Central,Central,1090607,megawatthours
2025-03-21,CAL,California,D,Demand,Central,Central,653420,megawatthours
2025-03-21,CAR,Carolinas,D,Demand,Central,Central,546043,megawatthours
2025-03-21,FLA,Florida,D,Demand,Central,Central,551257,megawatthours
2025-03-21,NY,New York,D,Demand,Central,Central,360715,megawatthours
2025-03-21,TEN,Tennessee,D,Demand,Central,Central,442954,megawatthours
2025-03-21,TEX,Texas,D,Demand,Central,Central,1092193,megawatthours
2025-03-20,CAL,California,D,Demand,Central,Central,656900,megawatthours
2025-03-20,CAR,Carolinas,D,Demand,Central,Central,516042,megawatthours
2025-03-20,FLA,Florida,D,Demand,Central,Central,583338,megawatthours
