period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2024-11-23,TEN,Tennessee,D,Demand,Central,Central,425180,megawatthours
2024-11-23,TEX,Texas,D,Demand,Central,Central,1070450,megawatthours
2024-11-22,CAL,California,D,Demand,Central,Central,724548,megawatthours
2024-11-22,CAR,Carolinas,D,Demand,Central,Central,641403,megawatthours
2024-11-22,FLA,Florida,D,Demand,Central,Central,540746,megawatthours
2024-11-22,NY,New York,D,Demand,Central,Central,407010,megawatthours
2024-11-22,TEN,Tennessee,D,Demand,Central,Central,452582,megawatthours
2024-11-22,TEX,Texas,D,Demand,Central,Central,1084575,megawatthours
2024-11-21,CAL,California,D,Demand,Central,Central,729347,megawatthours
2024-11-21,CAR,Carolinas,D,Demand,Central,Central,581697,megawatthours
2024-11-21,FLA,Florida,D,Demand,Central,Central,568998,megawatthours
2024-11-21,NY,New York,D,Demand,Central,Central,395198,megawatthours
2024-11-21,TEN,Tennessee,D,Demand,Central,Central,447786,megawatthours
2024-11-21,TEX,Texas,D,Demand,Central,Central,1083483,megawatthours
2024-11-20,CAL,California,D,Demand,Central,Central,741781,megawatthours
2024-11-20,CAR,Carolinas,D,Demand,Central,Central,525778,megawatthours
2024-11-20,FLA,Florida,D,Demand,Central,Central,658034,megawatthours
2024-11-20,NY,New York,D,Demand,Central,Central,378409,megawatthours
2024-11-20,TEN,Tennessee,D,Demand,Central,Central,389683,megawatthours
2024-11-20,TEX,Texas,D,Demand,Central,Central,1051124,megawatthours
2024-11-19,CAL,California,D,Demand,Central,Central,731408,megawatthours
2024-11-19,CAR,Carolinas,D,Demand,Central,Central,531697,megawatthours
2024-11-19,FLA,Florida,D,Demand,Central,Central,637267,megawatthours
2024-11-19,NY,New York,D,Demand,Central,Central,376725,megawatthours
2024-11-19,TEN,Tennessee,D,Demand,Central,Central,387841,megawatthours
2024-11-19,TEX,Texas,D,Demand,Central,Central,1083425,megawatthours
2024-11-18,CAL,California,D,Demand,Central,Central,708620,megawatthours
2024-11-18,CAR,Carolinas,D,Demand,Central,Central,532423,megawatthours
2024-11-18,FLA,Florida,D,Demand,Central,Central,619067,megawatthours
2024-11-18,NY,New York,D,Demand,Central,Central,371759,megawatthours
2024-11-18,TEN,Tennessee,D,Demand,Central,Central,391929,megawatthours
2024-11-18,TEX,Texas,D,Demand,Central,Central,1170150,megawatthours
2024-11-17,CAL,California,D,Demand,Central,Central,621772,megawatthours
2024-11-17,CAR,Carolinas,D,Demand,Central,Central,516102,megawatthours
2024-11-17,FLA,Florida,D,Demand,Central,Central,595330,megawatthours
2024-11-17,NY,New York,D,Demand,Central,Central,353394,megawatthours
2024-11-17,TEN,Tennessee,D,Demand,Central,Central,376256,megawatthours
2024-11-17,TEX,Texas,D,Demand,Central,Central,1130639,megawatthours
2024-11-16,CAL,California,D,Demand,Central,Central,659186,megawatthours
2024-11-16,CAR,Carolinas,D,Demand,Central,Central,514643,megawatthours
2024-11-16,FLA,Florida,D,Demand,Central,Central,579811,megawatthours
2024-11-16,NY,New York,D,Demand,Central,Central,354393,megawatthours
2024-11-16,TEN,Tennessee,D,Demand,Central,Central,376970,megawatthours
2024-11-16,TEX,Texas,D,Demand,Central,Central,1068474,megawatthours
2024-11-15,CAL,California,D,Demand,Central,Central,705958,megawatthours
2024-11-15,CAR,Carolinas,D,Demand,Central,Central,538650,megawatthours
2024-11-15,FLA,Florida,D,Demand,Central,Central,637876,megawatthours
2024-11-15,NY,New York,D,Demand,Central,Central,386020,megawatthours
2024-11-15,TEN,Tennessee,D,Demand,Central,Central,389695,megawatthours
2024-11-15,TEX,Texas,D,Demand,Central,Central,1067233,megawatthours
2024-11-14,CAL,California,D,Demand,Central,Central,700736,megawatthours
2024-11-14,CAR,Carolinas,D,Demand,Central,Central,571340,megawatthours
2024-11-14,FLA,Florida,D,Demand,Central,Central,687994,megawatthours
2024-11-14,NY,New York,D,Demand,Central,Central,400338,megawatthours
2024-11-14,TEN,Tennessee,D,Demand,Central,Central,384436,megawatthours
2024-11-14,TEX,Texas,D,Demand,Central,Central,1074549,megawatthours
2024-11-13,CAL,California,D,Demand,Central,Central,713346,megawatthours
2024-11-13,CAR,Carolinas,D,Demand,Central,Central,538761,megawatthours
2024-11-13,FLA,Florida,D,Demand,Central,Central,711316,megawatthours
2024-11-13,NY,New York,D,Demand,Central,Central,388004,megawatthours
2024-11-13,TEN,Tennessee,D,Demand,Central,Central,383766,megawatthours
2024-11-13,TEX,Texas,D,Demand,Central,Central,1142708,megawatthours
2024-11-12,CAL,California,D,Demand,Central,Central,699941,megawatthours
2024-11-12,CAR,Carolinas,D,Demand,Central,Central,521632,megawatthours
2024-11-12,FLA,Florida,D,Demand,Central,Central,748718,megawatthours
2024-11-12,NY,New York,D,Demand,Central,Central,378794,megawatthours
2024-11-12,TEN,Tennessee,D,Demand,Central,Central,376311,megawatthours
2024-11-12,TEX,Texas,D,Demand,Central,Central,1133955,megawatthours
2024-11-11,CAL,California,D,Demand,Central,Central,698742,megawatthours
2024-11-11,CAR,Carolinas,D,Demand,Central,Central,527116,megawatthours
2024-11-11,FLA,Florida,D,Demand,Central,Central,743969,megawatthours
2024-11-11,NY,New York,D,Demand,Central,Central,374188,megawatthours
2024-11-11,TEN,Tennessee,D,Demand,Central,Central,375359,megawatthours
2024-11-11,TEX,Texas,D,Demand,Central,Central,1152926,megawatthours
2024-11-10,CAL,California,D,Demand,Central,Central,630941,megawatthours
2024-11-10,CAR,Carolinas,D,Demand,Central,Central,485800,megawatthours
2024-11-10,FLA,Florida,D,Demand,Central,Central,711169,megawatthours
2024-11-10,NY,New York,D,Demand,Central,Central,354866,megawatthours
2024-11-10,TEN,Tennessee,D,Demand,Central,Central,353433,megawatthours
2024-11-10,TEX,Texas,D,Demand,Central,Central,1105241,megawatthours
2024-11-09,CAL,California,D,Demand,Central,Central,654045,megawatthours
2024-11-09,CAR,Carolinas,D,Demand,Central,Central,481366,megawatthours
2024-11-09,FLA,Florida,D,Demand,Central,Central,717652,megawatthours
2024-11-09,NY,New York,D,Demand,Central,Central,345148,megawatthours
2024-11-09,TEN,Tennessee,D,Demand,Central,Central,357267,megawatthours
2024-11-09,TEX,Texas,D,Demand,Central,Central,1093575,megawatthours
2024-11-08,CAL,California,D,Demand,Central,Central,684499,megawatthours
2024-11-08,CAR,Carolinas,D,Demand,Central,Central,561961,megawatthours
2024-11-08,FLA,Florida,D,Demand,Central,Central,760099,megawatthours
2024-11-08,NY,New York,D,Demand,Central,Central,367612,megawatthours
2024-11-08,TEN,Tennessee,D,Demand,Central,Central,379512,megawatthours
2024-11-08,TEX,Texas,D,Demand,Central,Central,1212411,megawatthours
2024-11-07,CAL,California,D,Demand,Central,Central,672770,megawatthours
2024-11-07,CAR,Carolinas,D,Demand,Central,Central,566190,megawatthours
2024-11-07,FLA,Florida,D,Demand,Central,Central,791355,megawatthours
2024-11-07,NY,New York,D,Demand,Central,Central,378020,megawatthours
2024-11-07,TEN,Tennessee,D,Demand,Central,Central,401782,megawatthours
2024-11-07,TEX,Texas,D,Demand,Central,Central,1208736,megawatthours
2024-11-06,CAL,California,D,Demand,Central,Central,670875,megawatthours
2024-11-06,CAR,Carolinas,D,Demand,Central,Central,555496,megawatthours
2024-11-06,FLA,Florida,D,Demand,Central,Central,794512,megawatthours
2024-11-06,NY,New York,D,Demand,Central,Central,386419,megawatthours
2024-11-06,TEN,Tennessee,D,Demand,Central,Central,406831,megawatthours
2024-11-06,TEX,Texas,D,Demand,Central,Central,1123771,megawatthours
2024-11-05,CAL,California,D,Demand,Central,Central,695481,megawatthours
2024-11-05,CAR,Carolinas,D,Demand,Central,Central,538857,megawatthours
2024-11-05,FLA,Florida,D,Demand,Central,Central,743837,megawatthours
2024-11-05,NY,New York,D,Demand,Central,Central,371839,megawatthours
2024-11-05,TEN,Tennessee,D,Demand,Central,Central,399044,megawatthours
2024-11-05,TEX,Texas,D,Demand,Central,Central,1138532,megawatthours
2024-11-04,CAL,California,D,Demand,Central,Central,670916,megawatthours
2024-11-04,CAR,Carolinas,D,Demand,Central,Central,521053,megawatthours
2024-11-04,FLA,Florida,D,Demand,Central,Central,723720,megawatthours
2024-11-04,NY,New York,D,Demand,Central,Central,385375,megawatthours
2024-11-04,TEN,Tennessee,D,Demand,Central,Central,393341,megawatthours
2024-11-04,TEX,Texas,D,Demand,Central,Central,1299817,megawatthours
2024-11-03,CAL,California,D,Demand,Central,Central,632703,megawatthours
2024-11-03,CAR,Carolinas,D,Demand,Central,Central,490854,megawatthours
2024-11-03,FLA,Florida,D,Demand,Central,Central,728527,megawatthours
2024-11-03,NY,New York,D,Demand,Central,Central,358108,megawatthours
2024-11-03,TEN,Tennessee,D,Demand,Central,Central,380962,megawatthours
2024-11-03,TEX,Texas,D,Demand,Central,Central,1287715,megawatthours
2024-11-02,CAL,California,D,Demand,Central,Central,677780,megawatthours
2024-11-02,CAR,Carolinas,D,Demand,Central,Central,498919,megawatthours
2024-11-02,FLA,Florida,D,Demand,Central,Central,699617,megawatthours
2024-11-02,NY,New York,D,Demand,Central,Central,345544,megawatthours
2024-11-02,TEN,Tennessee,D,Demand,Central,Central,358459,megawatthours
2024-11-02,TEX,Texas,D,Demand,Central,Central,1190481,megawatthours
2024-11-01,CAL,California,D,Demand,Central,Central,690355,megawatthours
2024-11-01,CAR,Carolinas,D,Demand,Central,Central,537672,megawatthours
2024-11-01,FLA,Florida,D,Demand,Central,Central,717973,megawatthours
2024-11-01,NY,New York,D,Demand,Central,Central,379524,megawatthours
2024-11-01,TEN,Tennessee,D,Demand,Central,Central,377181,megawatthours
2024-11-01,TEX,Texas,D,Demand,Central,Central,1183257,megawatthours
2024-10-31,CAL,California,D,Demand,Central,Central,699700,megawatthours
2024-10-31,CAR,Carolinas,D,Demand,Central,Central,538498,megawatthours
2024-10-31,FLA,Florida,D,Demand,Central,Central,703954,megawatthours
2024-10-31,NY,New York,D,Demand,Central,Central,376955,megawatthours
2024-10-31,TEN,Tennessee,D,Demand,Central,Central,394831,megawatthours
2024-10-31,TEX,Texas,D,Demand,Central,Central,1268349,megawatthours
2024-10-30,CAL,California,D,Demand,Central,Central,701317,megawatthours
2024-10-30,CAR,Carolinas,D,Demand,Central,Central,537332,megawatthours
2024-10-30,FLA,Florida,D,Demand,Central,Central,729961,megawatthours
2024-10-30,NY,New York,D,Demand,Central,Central,369975,megawatthours
2024-10-30,TEN,Tennessee,D,Demand,Central,Central,398189,megawatthours
2024-10-30,TEX,Texas,D,Demand,Central,Central,1367194,megawatthours
2024-10-29,CAL,California,D,Demand,Central,Central,692346,megawatthours
2024-10-29,CAR,Carolinas,D,Demand,Central,Central,526735,megawatthours
2024-10-29,FLA,Florida,D,Demand,Central,Central,700411,megawatthours
2024-10-29,NY,New York,D,Demand,Central,Central,380569,megawatthours
2024-10-29,TEN,Tennessee,D,Demand,Central,Central,399417,megawatthours
2024-10-29,TEX,Texas,D,Demand,Central,Central,1350897,megawatthours
2024-10-28,CAL,California,D,Demand,Central,Central,710113,megawatthours
2024-10-28,CAR,Carolinas,D,Demand,Central,Central,519139,megawatthours
2024-10-28,FLA,Florida,D,Demand,Central,Central,661475,megawatthours
2024-10-28,NY,New York,D,Demand,Central,Central,369454,megawatthours
2024-10-28,TEN,Tennessee,D,Demand,Central,Central,389208,megawatthours
2024-10-28,TEX,Texas,D,Demand,Central,Central,1315588,megawatthours
2024-10-27,CAL,California,D,Demand,Central,Central,664141,megawatthours
2024-10-27,CAR,Carolinas,D,Demand,Central,Central,476725,megawatthours
2024-10-27,FLA,Florida,D,Demand,Central,Central,642970,megawatthours
2024-10-27,NY,New York,D,Demand,Central,Central,340880,megawatthours
2024-10-27,TEN,Tennessee,D,Demand,Central,Central,353511,megawatthours
2024-10-27,TEX,Texas,D,Demand,Central,Central,1242386,megawatthours
2024-10-26,CAL,California,D,Demand,Central,Central,672620,megawatthours
2024-10-26,CAR,Carolinas,D,Demand,Central,Central,504114,megawatthours
2024-10-26,FLA,Florida,D,Demand,Central,Central,665370,megawatthours
2024-10-26,NY,New York,D,Demand,Central,Central,337234,megawatthours
2024-10-26,TEN,Tennessee,D,Demand,Central,Central,360035,megawatthours
2024-10-26,TEX,Texas,D,Demand,Central,Central,1251704,megawatthours
2024-10-25,CAL,California,D,Demand,Central,Central,704691,megawatthours
2024-10-25,CAR,Carolinas,D,Demand,Central,Central,518476,megawatthours
2024-10-25,FLA,Florida,D,Demand,Central,Central,690320,megawatthours
2024-10-25,NY,New York,D,Demand,Central,Central,361005,megawatthours
2024-10-25,TEN,Tennessee,D,Demand,Central,Central,397165,megawatthours
2024-10-25,TEX,Texas,D,Demand,Central,Central,1310264,megawatthours
2024-10-24,CAL,California,D,Demand,Central,Central,720431,megawatthours
2024-10-24,CAR,Carolinas,D,Demand,Central,Central,530390,megawatthours
2024-10-24,FLA,Florida,D,Demand,Central,Central,687869,megawatthours
2024-10-24,NY,New York,D,Demand,Central,Central,365979,megawatthours
2024-10-24,TEN,Tennessee,D,Demand,Central,Central,390498,megawatthours
2024-10-24,TEX,Texas,D,Demand,Central,Central,1310617,megawatthours
2024-10-23,CAL,California,D,Demand,Central,Central,730476,megawatthours
2024-10-23,CAR,Carolinas,D,Demand,Central,Central,538685,megawatthours
2024-10-23,FLA,Florida,D,Demand,Central,Central,711635,megawatthours
2024-10-23,NY,New York,D,Demand,Central,Central,376078,megawatthours
2024-10-23,TEN,Tennessee,D,Demand,Central,Central,394696,megawatthours
2024-10-23,TEX,Texas,D,Demand,Central,Central,1303232,megawatthours
2024-10-22,CAL,California,D,Demand,Central,Central,721925,megawatthours
2024-10-22,CAR,Carolinas,D,Demand,Central,Central,529318,megawatthours
2024-10-22,FLA,Florida,D,Demand,Central,Central,721172,megawatthours
2024-10-22,NY,New York,D,Demand,Central,Central,373781,megawatthours
2024-10-22,TEN,Tennessee,D,Demand,Central,Central,389604,megawatthours
2024-10-22,TEX,Texas,D,Demand,Central,Central,1255994,megawatthours
2024-10-21,CAL,California,D,Demand,Central,Central,702716,megawatthours
2024-10-21,CAR,Carolinas,D,Demand,Central,Central,525327,megawatthours
2024-10-21,FLA,Florida,D,Demand,Central,Central,687403,megawatthours
2024-10-21,NY,New York,D,Demand,Central,Central,364264,megawatthours
2024-10-21,TEN,Tennessee,D,Demand,Central,Central,389790,megawatthours
2024-10-21,TEX,Texas,D,Demand,Central,Central,1204976,megawatthours
2024-10-20,CAL,California,D,Demand,Central,Central,642984,megawatthours
2024-10-20,CAR,Carolinas,D,Demand,Central,Central,489263,megawatthours
2024-10-20,FLA,Florida,D,Demand,Central,Central,643039,megawatthours
2024-10-20,NY,New York,D,Demand,Central,Central,329767,megawatthours
2024-10-20,TEN,Tennessee,D,Demand,Central,Central,362503,megawatthours
2024-10-20,TEX,Texas,D,Demand,Central,Central,1133939,megawatthours
2024-10-19,CAL,California,D,Demand,Central,Central,660855,megawatthours
2024-10-19,CAR,Carolinas,D,Demand,Central,Central,498990,megawatthours
2024-10-19,FLA,Florida,D,Demand,Central,Central,625160,megawatthours
2024-10-19,NY,New York,D,Demand,Central,Central,334553,megawatthours
2024-10-19,TEN,Tennessee,D,Demand,Central,Central,362962,megawatthours
2024-10-19,TEX,Texas,D,Demand,Central,Central,1118671,megawatthours
2024-10-18,CAL,California,D,Demand,Central,Central,699764,megawatthours
2024-10-18,CAR,Carolinas,D,Demand,Central,Central,536617,megawatthours
2024-10-18,FLA,Florida,D,Demand,Central,Central,594415,megawatthours
2024-10-18,NY,New York,D,Demand,Central,Central,359127,megawatthours
2024-10-18,TEN,Tennessee,D,Demand,Central,Central,393050,megawatthours
2024-10-18,TEX,Texas,D,Demand,Central,Central,1110916,megawatthours
2024-10-17,CAL,California,D,Demand,Central,Central,736645,megawatthours
2024-10-17,CAR,Carolinas,D,Demand,Central,Central,548611,megawatthours
2024-10-17,FLA,Florida,D,Demand,Central,Central,573500,megawatthours
2024-10-17,NY,New York,D,Demand,Central,Central,365860,megawatthours
2024-10-17,TEN,Tennessee,D,Demand,Central,Central,404340,megawatthours
2024-10-17,TEX,Texas,D,Demand,Central,Central,1077689,megawatthours
2024-10-16,CAL,California,D,Demand,Central,Central,760775,megawatthours
2024-10-16,CAR,Carolinas,D,Demand,Central,Central,528512,megawatthours
2024-10-16,FLA,Florida,D,Demand,Central,Central,626986,megawatthours
2024-10-16,NY,New York,D,Demand,Central,Central,371527,megawatthours
2024-10-16,TEN,Tennessee,D,Demand,Central,Central,399920,megawatthours
2024-10-16,TEX,Texas,D,Demand,Central,Central,1112202,megawatthours
2024-10-15,CAL,California,D,Demand,Central,Central,759939,megawatthours
2024-10-15,CAR,Carolinas,D,Demand,Central,Central,513101,megawatthours
2024-10-15,FLA,Florida,D,Demand,Central,Central,712992,megawatthours
2024-10-15,NY,New York,D,Demand,Central,Central,370274,megawatthours
2024-10-15,TEN,Tennessee,D,Demand,Central,Central,385012,megawatthours
2024-10-15,TEX,Texas,D,Demand,Central,Central,1306577,megawatthours
2024-10-14,CAL,California,D,Demand,Central,Central,741711,megawatthours
2024-10-14,CAR,Carolinas,D,Demand,Central,Central,532673,megawatthours
2024-10-14,FLA,Florida,D,Demand,Central,Central,715153,megawatthours
2024-10-14,NY,New York,D,Demand,Central,Central,373945,megawatthours
2024-10-14,TEN,Tennessee,D,Demand,Central,Central,373737,megawatthours
2024-10-14,TEX,Texas,D,Demand,Central,Central,1310093,megawatthours
2024-10-13,CAL,California,D,Demand,Central,Central,675215,megawatthours
2024-10-13,CAR,Carolinas,D,Demand,Central,Central,491278,megawatthours
2024-10-13,FLA,Florida,D,Demand,Central,Central,662649,megawatthours
2024-10-13,NY,New York,D,Demand,Central,Central,350179,megawatthours
2024-10-13,TEN,Tennessee,D,Demand,Central,Central,388059,megawatthours
2024-10-13,TEX,Texas,D,Demand,Central,Central,1308700,megawatthours
2024-10-12,CAL,California,D,Demand,Central,Central,707436,megawatthours
2024-10-12,CAR,Carolinas,D,Demand,Central,Central,482084,megawatthours
2024-10-12,FLA,Florida,D,Demand,Central,Central,614614,megawatthours
2024-10-12,NY,New York,D,Demand,Central,Central,327735,megawatthours
2024-10-12,TEN,Tennessee,D,Demand,Central,Central,368753,megawatthours
2024-10-12,TEX,Texas,D,Demand,Central,Central,1290288,megawatthours
2024-10-11,CAL,California,D,Demand,Central,Central,778245,megawatthours
2024-10-11,CAR,Carolinas,D,Demand,Central,Central,496146,megawatthours
2024-10-11,FLA,Florida,D,Demand,Central,Central,563885,megawatthours
2024-10-11,NY,New York,D,Demand,Central,Central,354871,megawatthours
2024-10-11,TEN,Tennessee,D,Demand,Central,Central,382879,megawatthours
2024-10-11,TEX,Texas,D,Demand,Central,Central,1295385,megawatthours
2024-10-10,CAL,California,D,Demand,Central,Central,802007,megawatthours
2024-10-10,CAR,Carolinas,D,Demand,Central,Central,506845,megawatthours
2024-10-10,FLA,Florida,D,Demand,Central,Central,518413,megawatthours
2024-10-10,NY,New York,D,Demand,Central,Central,360305,megawatthours
2024-10-10,TEN,Tennessee,D,Demand,Central,Central,387967,megawatthours
2024-10-10,TEX,Texas,D,Demand,Central,Central,1288665,megawatthours
2024-10-09,CAL,California,D,Demand,Central,Central,829567,megawatthours
2024-10-09,CAR,Carolinas,D,Demand,Central,Central,515416,megawatthours
2024-10-09,FLA,Florida,D,Demand,Central,Central,672117,megawatthours
2024-10-09,NY,New York,D,Demand,Central,Central,328212,megawatthours
2024-10-09,TEN,Tennessee,D,Demand,Central,Central,386086,megawatthours
2024-10-09,TEX,Texas,D,Demand,Central,Central,1256211,megawatthours
2024-10-08,CAL,California,D,Demand,Central,Central,877872,megawatthours
2024-10-08,CAR,Carolinas,D,Demand,Central,Central,546984,megawatthours
2024-10-08,FLA,Florida,D,Demand,Central,Central,707688,megawatthours
2024-10-08,NY,New York,D,Demand,Central,Central,358340,megawatthours
2024-10-08,TEN,Tennessee,D,Demand,Central,Central,386247,megawatthours
2024-10-08,TEX,Texas,D,Demand,Central,Central,1296868,megawatthours
2024-10-07,CAL,California,D,Demand,Central,Central,908533,megawatthours
2024-10-07,CAR,Carolinas,D,Demand,Central,Central,588283,megawatthours
2024-10-07,FLA,Florida,D,Demand,Central,Central,696327,megawatthours
2024-10-07,NY,New York,D,Demand,Central,Central,374836,megawatthours
2024-10-07,TEN,Tennessee,D,Demand,Central,Central,410966,megawatthours
2024-10-07,TEX,Texas,D,Demand,Central,Central,1358588,megawatthours
2024-10-06,CAL,California,D,Demand,Central,Central,837422,megawatthours
2024-10-06,CAR,Carolinas,D,Demand,Central,Central,542610,megawatthours
2024-10-06,FLA,Florida,D,Demand,Central,Central,698201,megawatthours
2024-10-06,NY,New York,D,Demand,Central,Central,337414,megawatthours
2024-10-06,TEN,Tennessee,D,Demand,Central,Central,431904,megawatthours
2024-10-06,TEX,Texas,D,Demand,Central,Central,1341579,megawatthours
2024-10-05,CAL,California,D,Demand,Central,Central,848561,megawatthours
2024-10-05,CAR,Carolinas,D,Demand,Central,Central,564372,megawatthours
2024-10-05,FLA,Florida,D,Demand,Central,Central,794809,megawatthours
2024-10-05,NY,New York,D,Demand,Central,Central,345458,megawatthours
2024-10-05,TEN,Tennessee,D,Demand,Central,Central,434566,megawatthours
2024-10-05,TEX,Texas,D,Demand,Central,Central,1319361,megawatthours
2024-10-04,CAL,California,D,Demand,Central,Central,895204,megawatthours
2024-10-04,CAR,Carolinas,D,Demand,Central,Central,574890,megawatthours
2024-10-04,FLA,Florida,D,Demand,Central,Central,842414,megawatthours
2024-10-04,NY,New York,D,Demand,Central,Central,371251,megawatthours
2024-10-04,TEN,Tennessee,D,Demand,Central,Central,445142,megawatthours
2024-10-04,TEX,Texas,D,Demand,Central,Central,1359568,megawatthours
2024-10-03,CAL,California,D,Demand,Central,Central,920337,megawatthours
2024-10-03,CAR,Carolinas,D,Demand,Central,Central,582584,megawatthours
2024-10-03,FLA,Florida,D,Demand,Central,Central,861107,megawatthours
2024-10-03,NY,New York,D,Demand,Central,Central,369188,megawatthours
2024-10-03,TEN,Tennessee,D,Demand,Central,Central,428003,megawatthours
2024-10-03,TEX,Texas,D,Demand,Central,Central,1381479,megawatthours
2024-10-02,CAL,California,D,Demand,Central,Central,923784,megawatthours
2024-10-02,CAR,Carolinas,D,Demand,Central,Central,583065,megawatthours
2024-10-02,FLA,Florida,D,Demand,Central,Central,871032,megawatthours
2024-10-02,NY,New York,D,Demand,Central,Central,373921,megawatthours
2024-10-02,TEN,Tennessee,D,Demand,Central,Central,416222,megawatthours
2024-10-02,TEX,Texas,D,Demand,Central,Central,1350307,megawatthours
2024-10-01,CAL,California,D,Demand,Central,Central,878484,megawatthours
2024-10-01,CAR,Carolinas,D,Demand,Central,Central,572055,megawatthours
2024-10-01,FLA,Florida,D,Demand,Central,Central,896564,megawatthours
2024-10-01,NY,New York,D,Demand,Central,Central,378775,megawatthours
2024-10-01,TEN,Tennessee,D,Demand,Central,Central,434330,megawatthours
2024-10-01,TEX,Texas,D,Demand,Central,Central,1360546,megawatthours
2024-09-30,CAL,California,D,Demand,Central,Central,794888,megawatthours
2024-09-30,CAR,Carolinas,D,Demand,Central,Central,578298,megawatthours
2024-09-30,FLA,Florida,D,Demand,Central,Central,892765,megawatthours
2024-09-30,NY,New York,D,Demand,Central,Central,380949,megawatthours
2024-09-30,TEN,Tennessee,D,Demand,Central,Central,409892,megawatthours
2024-09-30,TEX,Texas,D,Demand,Central,Central,1352876,megawatthours
2024-09-29,CAL,California,D,Demand,Central,Central,697304,megawatthours
2024-09-29,CAR,Carolinas,D,Demand,Central,Central,531484,megawatthours
2024-09-29,FLA,Florida,D,Demand,Central,Central,857561,megawatthours
2024-09-29,NY,New York,D,Demand,Central,Central,360059,megawatthours
2024-09-29,TEN,Tennessee,D,Demand,Central,Central,368402,megawatthours
2024-09-29,TEX,Texas,D,Demand,Central,Central,1265624,megawatthours
2024-09-28,CAL,California,D,Demand,Central,Central,731916,megawatthours
2024-09-28,CAR,Carolinas,D,Demand,Central,Central,497026,megawatthours
2024-09-28,FLA,Florida,D,Demand,Central,Central,809520,megawatthours
2024-09-28,NY,New York,D,Demand,Central,Central,367690,megawatthours
2024-09-28,TEN,Tennessee,D,Demand,Central,Central,362106,megawatthours
2024-09-28,TEX,Texas,D,Demand,Central,Central,1261673,megawatthours
2024-09-27,CAL,California,D,Demand,Central,Central,787712,megawatthours
2024-09-27,CAR,Carolinas,D,Demand,Central,Central,540968,megawatthours
2024-09-27,FLA,Florida,D,Demand,Central,Central,809518,megawatthours
2024-09-27,NY,New York,D,Demand,Central,Central,393149,megawatthours
2024-09-27,TEN,Tennessee,D,Demand,Central,Central,395051,megawatthours
2024-09-27,TEX,Texas,D,Demand,Central,Central,1273545,megawatthours
2024-09-26,CAL,California,D,Demand,Central,Central,772682,megawatthours
2024-09-26,CAR,Carolinas,D,Demand,Central,Central,626795,megawatthours
2024-09-26,FLA,Florida,D,Demand,Central,Central,815818,megawatthours
2024-09-26,NY,New York,D,Demand,Central,Central,407816,megawatthours
2024-09-26,TEN,Tennessee,D,Demand,Central,Central,421331,megawatthours
2024-09-26,TEX,Texas,D,Demand,Central,Central,1287326,megawatthours
2024-09-25,CAL,California,D,Demand,Central,Central,803294,megawatthours
2024-09-25,CAR,Carolinas,D,Demand,Central,Central,667990,megawatthours
2024-09-25,FLA,Florida,D,Demand,Central,Central,834706,megawatthours
2024-09-25,NY,New York,D,Demand,Central,Central,384426,megawatthours
2024-09-25,TEN,Tennessee,D,Demand,Central,Central,424273,megawatthours
2024-09-25,TEX,Texas,D,Demand,Central,Central,1376156,megawatthours
2024-09-24,CAL,California,D,Demand,Central,Central,850062,megawatthours
2024-09-24,CAR,Carolinas,D,Demand,Central,Central,659079,megawatthours
2024-09-24,FLA,Florida,D,Demand,Central,Central,887933,megawatthours
2024-09-24,NY,New York,D,Demand,Central,Central,376634,megawatthours
2024-09-24,TEN,Tennessee,D,Demand,Central,Central,481440,megawatthours
2024-09-24,TEX,Texas,D,Demand,Central,Central,1421382,megawatthours
2024-09-23,CAL,California,D,Demand,Central,Central,820064,megawatthours
2024-09-23,CAR,Carolinas,D,Demand,Central,Central,644132,megawatthours
2024-09-23,FLA,Florida,D,Demand,Central,Central,875096,megawatthours
2024-09-23,NY,New York,D,Demand,Central,Central,388453,megawatthours
2024-09-23,TEN,Tennessee,D,Demand,Central,Central,506145,megawatthours
2024-09-23,TEX,Texas,D,Demand,Central,Central,1399205,megawatthours
2024-09-22,CAL,California,D,Demand,Central,Central,718111,megawatthours
2024-09-22,CAR,Carolinas,D,Demand,Central,Central,633207,megawatthours
2024-09-22,FLA,Florida,D,Demand,Central,Central,824483,megawatthours
2024-09-22,NY,New York,D,Demand,Central,Central,372123,megawatthours
2024-09-22,TEN,Tennessee,D,Demand,Central,Central,491258,megawatthours
2024-09-22,TEX,Texas,D,Demand,Central,Central,1453849,megawatthours
2024-09-21,CAL,California,D,Demand,Central,Central,711303,megawatthours
2024-09-21,CAR,Carolinas,D,Demand,Central,Central,617377,megawatthours
2024-09-21,FLA,Florida,D,Demand,Central,Central,819496,megawatthours
2024-09-21,NY,New York,D,Demand,Central,Central,386594,megawatthours
2024-09-21,TEN,Tennessee,D,Demand,Central,Central,485295,megawatthours
2024-09-21,TEX,Texas,D,Demand,Central,Central,1496568,megawatthours
2024-09-20,CAL,California,D,Demand,Central,Central,742294,megawatthours
2024-09-20,CAR,Carolinas,D,Demand,Central,Central,634893,megawatthours
2024-09-20,FLA,Florida,D,Demand,Central,Central,854518,megawatthours
2024-09-20,NY,New York,D,Demand,Central,Central,428730,megawatthours
2024-09-20,TEN,Tennessee,D,Demand,Central,Central,498488,megawatthours
2024-09-20,TEX,Texas,D,Demand,Central,Central,1547711,megawatthours
